time,ax,ay,az,atotal
0.0033807754516601562,-0.14,0.02,1.89,1.89
0.014616012573242188,-0.49,-0.45,-0.16,0.68
0.018192768096923828,-0.59,-0.68,-0.89,1.26
0.029273033142089844,-0.25,-0.44,-0.57,0.76
0.03917503356933594,0.08,0.02,-0.07,0.1
0.04906797409057617,0.11,0.16,0.38,0.42
0.059056758880615234,0.06,0.11,0.58,0.59
0.0690450668334961,-0.02,0.19,0.43,0.47
0.079071044921875,-0.04,0.32,0.25,0.4
0.08901786804199219,-0.05,0.38,0.05,0.38
0.0982809066772461,-0.08,0.32,0.0,0.32
0.11597490310668945,-0.2,0.18,0.09,0.28
0.11895179748535156,-0.23,0.12,-0.02,0.26
0.12879085540771484,-0.12,0.14,-0.2,0.27
0.13882088661193848,-0.01,0.13,-0.26,0.29
0.14879608154296875,0.05,0.09,-0.14,0.17
0.1588287353515625,0.06,0.11,0.0,0.12
0.1686549186706543,0.05,0.14,0.03,0.15
0.17992782592773438,-0.07,0.12,0.16,0.21
0.18973994255065918,-0.19,0.13,0.27,0.35
0.1982259750366211,-0.13,0.11,0.16,0.23
0.21628594398498535,-0.09,0.04,0.06,0.11
0.21937084197998047,-0.11,-0.05,0.05,0.13
0.2284688949584961,-0.1,-0.09,0.06,0.14
0.2384779453277588,-0.04,-0.09,0.05,0.11
0.24844074249267578,0.02,-0.06,0.08,0.1
0.25933384895324707,0.07,0.01,0.09,0.11
0.26836085319519043,0.06,0.07,0.08,0.12
0.2783169746398926,0.03,0.12,0.1,0.15
0.2892038822174072,-0.02,0.17,0.08,0.18
0.2979850769042969,-0.02,0.24,0.01,0.24
0.31897687911987305,-0.02,0.23,-0.09,0.24
0.32084083557128906,0.0,0.14,-0.29,0.32
0.32837486267089844,0.02,0.06,-0.33,0.33
0.33907294273376465,-0.03,0.03,-0.14,0.14
0.3474917411804199,0.03,0.05,0.12,0.13
0.35877180099487305,0.12,0.05,0.15,0.19
0.3674960136413574,0.12,-0.07,0.14,0.19
0.37901782989501953,-0.02,-0.14,0.15,0.2
0.3892650604248047,-0.11,-0.05,0.19,0.22
0.39752197265625,-0.14,0.02,0.24,0.27
0.4165818691253662,-0.09,0.0,0.19,0.21
0.4195098876953125,0.02,-0.06,0.08,0.1
0.42715978622436523,0.07,-0.05,-0.04,0.09
0.43786191940307617,0.08,0.01,-0.08,0.11
0.4478788375854492,0.04,0.13,-0.01,0.13
0.45793890953063965,0.05,0.21,0.02,0.21
0.4684739112854004,0.04,0.21,0.01,0.21
0.47784900665283203,-0.04,0.17,0.07,0.18
0.48874378204345703,-0.12,0.18,0.1,0.23
0.4972078800201416,-0.09,0.2,0.08,0.23
0.5157327651977539,-0.02,0.19,0.02,0.19
0.5186469554901123,0.01,0.16,-0.07,0.17
0.5268230438232422,-0.01,0.1,-0.14,0.17
0.5367999076843262,-0.02,0.08,-0.14,0.16
0.547548770904541,0.01,0.06,0.01,0.06
0.5577287673950195,0.02,0.01,0.2,0.2
0.5685977935791016,-0.01,-0.03,0.27,0.27
0.5770409107208252,-0.03,-0.05,0.28,0.28
0.5873017311096191,-0.07,-0.07,0.31,0.32
0.5970487594604492,-0.05,-0.02,0.3,0.3
0.6149249076843262,0.0,0.03,0.21,0.21
0.6178939342498779,-0.01,0.04,0.06,0.07
0.6272439956665039,0.01,0.05,-0.01,0.05
0.6372127532958984,0.04,0.08,-0.12,0.14
0.6465897560119629,0.11,0.05,-0.15,0.19
0.6572098731994629,0.09,0.02,-0.11,0.14
0.6684608459472656,0.01,0.07,-0.04,0.08
0.676447868347168,-0.02,0.11,0.04,0.11
0.6869678497314453,-0.04,0.09,-0.04,0.1
0.6966290473937988,-0.06,0.06,-0.11,0.13
0.7135677337646484,0.0,0.02,-0.1,0.1
0.7161688804626465,0.06,0.0,-0.11,0.12
0.726813793182373,0.04,0.0,-0.04,0.05
0.7369327545166016,0.02,0.02,0.02,0.03
0.746790885925293,0.01,0.02,0.05,0.05
0.7568838596343994,-0.01,-0.02,0.1,0.1
0.7674870491027832,-0.02,-0.05,0.1,0.11
0.7765288352966309,-0.01,-0.04,0.06,0.07
0.7871389389038086,-0.04,-0.01,0.09,0.09
0.7960920333862305,-0.06,0.02,0.09,0.11
0.8134579658508301,-0.04,0.05,0.03,0.07
0.8157849311828613,0.04,0.07,-0.01,0.08
0.8266787528991699,0.11,0.04,-0.09,0.14
0.8359549045562744,0.09,0.0,-0.05,0.1
0.8459367752075195,0.01,-0.02,-0.05,0.05
0.8558487892150879,-0.04,0.03,-0.11,0.12
0.8659677505493164,-0.05,0.1,-0.11,0.15
0.8767299652099609,-0.08,0.12,0.05,0.15
0.8862309455871582,-0.09,0.13,0.19,0.24
0.8962807655334473,-0.08,0.15,0.26,0.31
0.9149558544158936,-0.03,0.11,0.21,0.23
0.9178199768066406,0.02,0.02,0.04,0.04
0.9261069297790527,0.02,-0.02,-0.08,0.08
0.936337947845459,0.05,-0.01,-0.03,0.05
0.9464077949523926,0.06,0.01,-0.04,0.07
0.9572689533233643,0.08,0.05,-0.13,0.16
0.9655427932739258,0.0,0.11,-0.12,0.16
0.9770388603210449,-0.07,0.18,-0.02,0.19
0.9862270355224609,-0.04,0.21,0.06,0.22
0.9954979419708252,0.03,0.13,-0.01,0.13
1.013063907623291,0.04,-0.02,-0.12,0.12
1.0160470008850098,0.01,-0.4,-0.19,0.44
1.025852918624878,-0.07,-0.62,-0.18,0.64
1.035973072052002,-0.17,-0.25,-0.1,0.31
1.045083999633789,-0.15,0.42,-0.15,0.47
1.0552549362182617,-0.07,0.41,0.3,0.51
1.0651159286499023,-0.24,0.22,0.19,0.37
1.076840877532959,-0.15,0.04,0.31,0.34
1.0851118564605713,-0.08,0.07,0.44,0.45
1.096463918685913,-0.03,0.07,0.4,0.4
1.1124567985534668,-0.05,-0.01,0.35,0.35
1.1148548126220703,-0.15,-0.12,0.26,0.32
1.1251130104064941,-0.21,-0.1,0.12,0.26
1.1357388496398926,-0.13,0.1,-0.01,0.16
1.1450538635253906,-0.03,0.27,-0.2,0.33
1.1549229621887207,0.02,0.36,-0.4,0.53
1.1661157608032227,0.02,0.34,-0.47,0.58
1.175513744354248,-0.01,0.22,-0.34,0.4
1.185384750366211,-0.07,0.09,-0.02,0.11
1.1954050064086914,-0.05,0.02,0.24,0.24
1.214189052581787,0.0,-0.02,0.36,0.36
1.2169437408447266,0.03,-0.02,0.32,0.32
1.2246179580688477,0.05,0.0,0.15,0.15
1.235353946685791,0.09,-0.01,-0.01,0.09
1.2453727722167969,0.11,-0.03,-0.08,0.13
1.2550978660583496,0.11,-0.08,-0.05,0.14
1.2654738426208496,0.13,-0.08,0.04,0.15
1.2761008739471436,0.15,-0.04,0.11,0.19
1.2846219539642334,0.1,-0.11,0.11,0.18
1.2948360443115234,0.05,-0.19,0.12,0.23
1.3156099319458008,0.06,-0.18,0.15,0.24
1.31781005859375,0.1,-0.11,0.15,0.21
1.32427978515625,0.14,-0.11,0.08,0.19
1.3349218368530273,0.14,-0.16,-0.03,0.21
1.345801830291748,0.12,-0.14,-0.06,0.19
1.3558008670806885,0.14,-0.08,-0.07,0.17
1.3646187782287598,0.1,-0.01,-0.12,0.15
1.3749699592590332,0.03,0.03,-0.12,0.12
1.384260892868042,-0.02,0.07,-0.1,0.12
1.3947279453277588,-0.06,0.12,-0.06,0.14
1.4133658409118652,-0.09,0.14,0.02,0.16
1.416524887084961,-0.09,0.13,0.07,0.17
1.4243419170379639,-0.09,0.1,0.07,0.15
1.4356980323791504,-0.08,0.1,0.03,0.13
1.4454407691955566,-0.07,0.12,-0.02,0.14
1.4546318054199219,-0.06,0.17,0.06,0.19
1.4654550552368164,-0.06,0.2,0.22,0.3
1.47552490234375,-0.03,0.21,0.34,0.4
1.4845290184020996,-0.02,0.17,0.4,0.43
1.494370937347412,0.0,0.1,0.4,0.41
1.512587070465088,0.02,0.03,0.32,0.32
1.5154199600219727,0.07,0.03,0.18,0.19
1.523681879043579,0.13,0.02,0.0,0.13
1.533674955368042,0.17,-0.03,-0.1,0.19
1.5452518463134766,0.16,-0.13,-0.12,0.23
1.5541930198669434,0.1,-0.22,-0.13,0.27
1.563796043395996,0.07,-0.24,-0.07,0.25
1.5743918418884277,0.05,-0.19,0.01,0.19
1.583724021911621,0.03,-0.08,0.02,0.08
1.5943589210510254,0.01,0.05,-0.03,0.05
1.612036943435669,-0.03,0.12,-0.11,0.16
1.6149320602416992,-0.04,0.08,-0.16,0.18
1.623295783996582,-0.04,0.02,-0.17,0.17
1.6340489387512207,-0.07,-0.04,-0.06,0.1
1.6448278427124023,-0.08,-0.12,0.11,0.18
1.6538448333740234,-0.12,-0.21,0.23,0.33
1.6636090278625488,-0.2,-0.19,0.35,0.44
1.6744728088378906,-0.23,-0.02,0.31,0.38
1.6832947731018066,-0.22,0.2,0.19,0.35
1.6935629844665527,-0.18,0.35,0.1,0.4
1.7109360694885254,-0.17,0.33,0.04,0.37
1.7135977745056152,-0.16,0.26,0.05,0.3
1.7236480712890625,-0.11,0.22,0.12,0.27
1.7336530685424805,-0.06,0.18,0.16,0.24
1.7438688278198242,-0.04,0.06,0.08,0.1
1.7535600662231445,-0.07,-0.11,-0.01,0.13
1.7644479274749756,-0.09,-0.23,-0.09,0.26
1.7743098735809326,-0.09,-0.26,-0.18,0.32
1.7832529544830322,-0.04,-0.2,-0.2,0.28
1.7937188148498535,0.01,-0.09,-0.22,0.23
1.8124258518218994,0.0,0.0,-0.25,0.25
1.815316915512085,-0.04,0.11,-0.26,0.28
1.823451042175293,-0.07,0.17,-0.22,0.28
1.8341727256774902,-0.1,0.24,-0.19,0.32
1.8440489768981934,-0.07,0.31,-0.14,0.34
1.853085994720459,-0.03,0.33,-0.11,0.34
1.863311767578125,0.0,0.27,-0.06,0.27
1.8739190101623535,0.03,0.18,-0.03,0.18
1.8828208446502686,0.05,0.11,-0.02,0.12
1.893298864364624,0.08,0.03,-0.04,0.09
1.9117839336395264,0.06,0.02,0.01,0.06
1.914665937423706,0.03,0.07,0.02,0.07
1.9228179454803467,0.03,0.01,0.04,0.05
1.9338998794555664,0.02,-0.03,0.09,0.09
1.9428489208221436,0.05,0.03,0.17,0.17
1.9530088901519775,0.07,0.09,0.23,0.25
1.9624700546264648,0.05,0.09,0.24,0.26
1.9731829166412354,0.01,0.1,0.23,0.25
1.9833779335021973,0.01,0.13,0.2,0.23
1.9934608936309814,0.01,0.12,0.14,0.18
2.0096449851989746,-0.01,0.12,0.08,0.14
2.012666940689087,-0.01,0.16,0.0,0.16
2.0229249000549316,0.0,0.17,-0.02,0.17
2.0325748920440674,0.0,0.12,0.0,0.12
2.0427029132843018,0.02,0.07,0.03,0.07
2.052617073059082,0.06,0.02,0.0,0.06
2.062653064727783,0.09,-0.04,-0.01,0.09
2.07352876663208,0.07,-0.09,0.0,0.11
2.0826430320739746,0.06,-0.1,-0.03,0.12
2.093587875366211,0.08,-0.05,-0.07,0.11
2.1092910766601562,0.1,0.04,-0.07,0.12
2.111776828765869,0.08,0.1,-0.04,0.13
2.122431755065918,0.03,0.12,0.03,0.12
2.131675958633423,-0.01,0.11,0.03,0.11
2.143131732940674,-0.04,0.11,0.05,0.12
2.1521120071411133,-0.07,0.12,0.08,0.16
2.1629910469055176,-0.05,0.11,0.11,0.16
2.172471046447754,-0.01,0.09,0.13,0.15
2.1819710731506348,0.03,0.06,0.08,0.1
2.192478895187378,0.07,0.01,-0.02,0.07
2.2108778953552246,0.09,-0.02,-0.08,0.12
2.2133748531341553,0.11,-0.04,-0.09,0.14
2.2220258712768555,0.12,-0.04,-0.07,0.14
2.231459856033325,0.14,-0.02,-0.01,0.14
2.2429919242858887,0.14,-0.02,0.05,0.15
2.2516627311706543,0.07,0.0,0.12,0.13
2.2619359493255615,0.04,0.07,0.2,0.21
2.2722668647766113,0.05,0.14,0.21,0.25
2.281651020050049,0.03,0.13,0.15,0.2
2.293458938598633,0.04,-0.01,0.05,0.06
2.311267852783203,0.06,-0.08,0.04,0.1
2.314028739929199,0.09,0.11,0.11,0.17
2.3217709064483643,0.08,0.26,0.08,0.28
2.331778049468994,0.0,0.32,-0.03,0.32
2.3417229652404785,-0.09,0.32,-0.06,0.33
2.352759838104248,-0.16,0.22,-0.06,0.27
2.361233949661255,-0.12,0.23,0.06,0.26
2.371689796447754,-0.02,0.34,0.17,0.38
2.3808088302612305,0.07,0.35,0.17,0.39
2.3924849033355713,0.05,0.23,0.15,0.27
2.4098188877105713,0.0,0.05,0.05,0.07
2.4123220443725586,-0.03,-0.07,-0.07,0.1
2.421419858932495,0.0,-0.09,-0.16,0.18
2.4315319061279297,0.02,-0.05,-0.19,0.19
2.4425809383392334,-0.03,0.0,-0.18,0.18
2.451131820678711,-0.04,0.13,-0.12,0.18
2.4608049392700195,-0.02,0.32,-0.07,0.32
2.472303867340088,0.02,0.45,-0.06,0.45
2.480865001678467,0.01,0.43,-0.06,0.43
2.491291046142578,-0.03,0.26,-0.11,0.28
2.5093438625335693,-0.03,0.09,-0.14,0.16
2.511765956878662,0.05,0.0,-0.12,0.13
2.5209970474243164,0.12,-0.02,-0.03,0.12
2.531024932861328,0.12,0.0,0.05,0.13
2.542008876800537,0.09,-0.03,0.11,0.14
2.5507049560546875,0.07,-0.03,0.14,0.15
2.56099796295166,0.04,-0.03,0.09,0.1
2.5710830688476562,-0.03,-0.18,0.01,0.18
2.580561876296997,-0.03,-0.18,0.01,0.18
2.591420888900757,0.05,-0.04,0.02,0.06
2.6126608848571777,0.11,0.05,-0.02,0.12
2.614877939224243,0.11,0.12,-0.03,0.16
2.6207499504089355,0.07,0.16,0.03,0.17
2.6310477256774902,0.0,0.1,0.06,0.11
2.6418299674987793,-0.06,-0.03,0.12,0.13
2.6502180099487305,-0.12,-0.15,0.18,0.26
2.6613388061523438,-0.19,-0.18,0.2,0.32
2.6707139015197754,-0.25,-0.13,0.22,0.35
2.679903030395508,-0.28,-0.09,0.22,0.36
2.690870761871338,-0.32,0.01,0.16,0.35
2.7090249061584473,-0.24,0.16,0.14,0.32
2.7117910385131836,-0.08,0.23,0.11,0.26
2.7203598022460938,-0.01,0.17,0.01,0.17
2.7312979698181152,0.04,0.1,-0.07,0.12
2.741100788116455,0.13,0.06,-0.09,0.16
2.7499239444732666,0.16,-0.02,-0.04,0.16
2.7612948417663574,0.16,-0.1,-0.02,0.18
2.7713918685913086,0.18,-0.18,-0.08,0.26
2.7801239490509033,0.18,-0.21,-0.19,0.33
2.7903647422790527,0.21,-0.17,-0.19,0.33
2.810743808746338,0.22,-0.1,-0.11,0.26
2.812666893005371,0.25,-0.03,-0.08,0.26
2.8199868202209473,0.3,-0.02,0.01,0.3
2.830335855484009,0.28,-0.08,0.1,0.3
2.8404879570007324,0.04,-0.28,0.37,0.46
2.8497610092163086,-0.83,-1.11,2.58,2.92
2.860506057739258,-0.81,-0.72,2.16,2.41
2.8698859214782715,0.55,0.48,-0.7,1.01
2.8798537254333496,0.77,0.6,-1.61,1.88
2.891378879547119,0.23,0.15,-1.59,1.61
2.9100518226623535,-0.11,-0.1,-0.52,0.54
2.912353992462158,-0.04,0.0,-0.02,0.04
2.91977596282959,0.09,0.09,-0.07,0.14
2.930633068084717,0.04,0.04,-0.13,0.14
2.9404239654541016,-0.06,-0.11,-0.26,0.28
2.950016975402832,-0.27,-0.32,-0.57,0.7
2.9599080085754395,-0.49,-0.04,-0.66,0.82
2.970679759979248,-0.39,0.52,0.2,0.68
2.979245901107788,-0.33,0.66,0.35,0.81
2.9898667335510254,-0.22,0.39,0.4,0.6
3.007884979248047,-0.06,0.21,0.14,0.25
3.010499954223633,0.07,-0.07,0.07,0.12
3.018767833709717,0.08,-0.24,0.74,0.78
3.029176950454712,0.08,-0.22,1.08,1.1
3.040489912033081,0.09,-0.17,0.91,0.93
3.0487899780273438,0.0,-0.15,0.72,0.73
3.0605928897857666,-0.11,-0.02,0.51,0.52
3.069206953048706,-0.2,0.17,0.33,0.42
3.079185962677002,-0.25,0.33,0.16,0.44
3.089728832244873,-0.24,0.34,-0.12,0.43
3.110015869140625,-0.17,0.22,-0.46,0.53
3.112006902694702,-0.14,0.07,-0.68,0.69
3.1184818744659424,-0.08,0.03,-0.77,0.77
3.1285738945007324,0.01,0.16,-0.73,0.74
3.1393158435821533,0.1,0.2,-0.54,0.58
3.149963855743408,0.16,0.12,-0.34,0.39
3.1592159271240234,0.19,-0.01,-0.06,0.19
3.1687159538269043,0.14,-0.04,0.14,0.2
3.178928852081299,0.06,-0.05,0.12,0.14
3.189884901046753,-0.05,-0.09,0.05,0.11
3.207894802093506,-0.16,-0.1,0.08,0.2
3.2111778259277344,-0.19,-0.01,0.1,0.21
3.218822956085205,-0.17,0.11,0.16,0.25
3.2289090156555176,-0.16,0.16,0.27,0.35
3.2383270263671875,-0.11,0.18,0.39,0.44
3.248499870300293,-0.01,0.19,0.43,0.47
3.2596969604492188,0.03,0.16,0.4,0.43
3.26847505569458,0.01,0.13,0.49,0.5
3.2785489559173584,-0.05,0.13,0.71,0.72
3.289280891418457,-0.05,0.09,0.84,0.84
3.3093769550323486,0.01,0.08,0.8,0.8
3.311544895172119,0.08,0.1,0.64,0.65
3.3179450035095215,0.07,0.12,0.47,0.49
3.3287808895111084,0.06,0.15,0.33,0.36
3.3387718200683594,0.07,0.21,0.27,0.34
3.347813844680786,0.06,0.24,0.19,0.31
3.3593850135803223,0.05,0.2,0.1,0.22
3.3678488731384277,0.02,0.11,0.18,0.21
3.378929853439331,-0.01,0.11,0.22,0.24
3.388490915298462,0.03,0.14,0.23,0.27
3.407175064086914,0.1,0.12,0.28,0.32
3.409557819366455,0.1,0.09,0.33,0.35
3.4181668758392334,0.07,0.01,0.27,0.27
3.428222894668579,0.05,-0.12,0.15,0.19
3.438110828399658,0.05,-0.22,0.13,0.26
3.4482927322387695,0.02,-0.21,0.19,0.28
3.4575209617614746,-0.06,-0.19,0.2,0.28
3.468822956085205,-0.14,-0.21,0.25,0.35
3.4788408279418945,-0.19,-0.21,0.37,0.46
3.4879097938537598,-0.19,-0.18,0.44,0.51
3.505784034729004,-0.14,-0.12,0.43,0.46
3.5082807540893555,-0.09,-0.06,0.38,0.39
3.5178847312927246,-0.07,-0.06,0.36,0.37
3.52810001373291,-0.05,-0.12,0.45,0.46
3.5380568504333496,-0.04,-0.15,0.48,0.5
3.5479488372802734,-0.02,-0.14,0.43,0.45
3.5577950477600098,-0.03,-0.13,0.41,0.43
3.5678229331970215,-0.06,-0.13,0.45,0.47
3.5788328647613525,-0.08,-0.09,0.55,0.56
3.587674856185913,-0.09,-0.02,0.52,0.52
3.6045217514038086,-0.06,0.02,0.44,0.44
3.606956958770752,-0.03,0.05,0.39,0.39
3.616766929626465,-0.02,0.1,0.34,0.35
3.627764940261841,0.02,0.13,0.29,0.31
3.6368248462677,0.06,0.13,0.25,0.28
3.647514820098877,0.08,0.15,0.25,0.3
3.6572680473327637,0.08,0.15,0.31,0.35
3.6667518615722656,0.04,0.18,0.37,0.41
3.67665696144104,0.03,0.19,0.39,0.43
3.6879310607910156,0.01,0.19,0.39,0.43
3.703857898712158,0.0,0.21,0.45,0.49
3.7072958946228027,-0.03,0.2,0.54,0.57
3.717176914215088,-0.02,0.15,0.64,0.65
3.727297782897949,0.03,0.06,0.68,0.68
3.737231731414795,0.08,-0.02,0.69,0.69
3.747490882873535,0.05,-0.07,0.66,0.66
3.757859945297241,-0.01,-0.08,0.69,0.69
3.7667107582092285,-0.08,-0.07,0.71,0.71
3.777477741241455,-0.14,-0.07,0.69,0.7
3.787170886993408,-0.19,-0.09,0.73,0.75
3.804594039916992,-0.24,-0.09,0.73,0.77
3.8069489002227783,-0.16,-0.07,0.67,0.69
3.8161587715148926,-0.06,0.0,0.55,0.55
3.827110767364502,0.01,0.04,0.53,0.53
3.836709976196289,0.0,0.02,0.58,0.58
3.846982002258301,0.05,-0.01,0.57,0.57
3.8572540283203125,0.05,-0.03,0.54,0.54
3.8663618564605713,0.08,0.01,0.53,0.53
3.876530885696411,0.11,0.12,0.51,0.53
3.8865227699279785,0.12,0.21,0.51,0.56
3.903904914855957,0.11,0.22,0.46,0.52
3.9057440757751465,0.07,0.16,0.38,0.41
3.9158918857574463,-0.01,0.14,0.42,0.44
3.9268648624420166,-0.07,0.15,0.55,0.57
3.936628818511963,-0.09,0.14,0.6,0.62
3.9460740089416504,-0.07,0.11,0.62,0.63
3.9565529823303223,-0.02,0.05,0.61,0.61
3.9676249027252197,0.01,0.0,0.65,0.65
3.9763870239257812,0.01,-0.05,0.67,0.67
3.9873099327087402,-0.04,-0.05,0.7,0.7
4.003188848495483,-0.07,0.0,0.7,0.7
4.005634784698486,-0.08,0.06,0.66,0.66
4.015000820159912,-0.06,0.11,0.61,0.62
4.025068759918213,-0.07,0.13,0.55,0.56
4.0364670753479,-0.08,0.16,0.51,0.54
4.044060945510864,-0.07,0.15,0.49,0.51
4.0550007820129395,-0.04,0.13,0.49,0.5
4.0642828941345215,-0.01,0.09,0.52,0.52
4.074761867523193,-0.01,0.03,0.54,0.54
4.084316730499268,-0.01,0.01,0.59,0.59
4.102262020111084,0.0,0.0,0.61,0.61
4.105165958404541,0.02,0.02,0.6,0.6
4.114214897155762,0.0,0.05,0.55,0.55
4.1247899532318115,-0.02,0.09,0.54,0.54
4.134181976318359,-0.03,0.11,0.5,0.51
4.14487886428833,0.0,0.13,0.46,0.47
4.1554059982299805,0.0,0.14,0.46,0.48
4.1637959480285645,0.0,0.16,0.43,0.45
4.175344944000244,0.02,0.16,0.42,0.44
4.183996915817261,0.01,0.09,0.51,0.51
4.203600883483887,-0.02,0.02,0.59,0.59
4.206220865249634,0.0,-0.05,0.63,0.63
4.214303016662598,-0.03,-0.09,0.66,0.66
4.223423004150391,-0.05,-0.06,0.66,0.66
4.235000848770142,-0.05,-0.06,0.6,0.6
4.244703769683838,-0.05,-0.04,0.55,0.55
4.254961013793945,0.0,0.03,0.56,0.56
4.263903856277466,0.02,0.12,0.57,0.58
4.275008916854858,0.0,0.16,0.55,0.57
4.2838358879089355,-0.03,0.14,0.54,0.55
4.3016037940979,-0.03,0.09,0.52,0.52
4.3044328689575195,-0.01,0.07,0.54,0.54
4.31426477432251,0.01,0.05,0.59,0.59
4.323188781738281,0.01,0.01,0.63,0.63
4.334198951721191,-0.01,-0.01,0.62,0.62
4.34383487701416,-0.02,-0.01,0.59,0.59
4.354529857635498,-0.02,-0.01,0.55,0.55
4.363347053527832,0.0,0.0,0.53,0.53
4.373677730560303,0.0,0.06,0.53,0.53
4.383962869644165,0.01,0.1,0.49,0.5
4.4011828899383545,0.02,0.11,0.48,0.49
4.403518915176392,0.03,0.11,0.49,0.5
4.413874864578247,0.04,0.07,0.52,0.52
4.4238269329071045,0.01,0.02,0.59,0.59
4.4336700439453125,-0.03,-0.01,0.63,0.63
4.443528890609741,-0.03,-0.02,0.6,0.6
4.4546449184417725,-0.04,0.02,0.54,0.54
4.463080883026123,-0.02,0.03,0.52,0.52
4.474545001983643,0.04,0.02,0.51,0.51
4.4840407371521,0.12,0.0,0.58,0.59
4.500011920928955,0.19,-0.02,0.62,0.64
4.502532958984375,0.14,-0.02,0.6,0.61
4.5135438442230225,0.02,0.02,0.55,0.55
4.523517847061157,-0.11,0.04,0.5,0.51
4.533339023590088,-0.17,0.05,0.53,0.55
4.542612075805664,-0.13,0.05,0.58,0.59
4.553487777709961,-0.05,0.09,0.59,0.59
4.562740802764893,0.01,0.12,0.53,0.54
4.573803901672363,0.03,0.12,0.49,0.5
4.582812786102295,0.05,0.08,0.51,0.51
4.601211071014404,0.05,0.0,0.54,0.54
4.603945732116699,0.01,-0.03,0.6,0.6
4.613180875778198,-0.01,0.01,0.65,0.65
4.622463941574097,0.0,0.02,0.61,0.61
4.633012771606445,0.02,0.01,0.57,0.57
4.643733024597168,0.02,0.01,0.56,0.56
4.655821800231934,0.0,0.05,0.59,0.59
4.665318965911865,-0.03,0.08,0.57,0.57
4.67564582824707,-0.03,0.06,0.56,0.56
4.684899806976318,-0.03,0.06,0.56,0.56
4.7082200050354,-0.03,0.04,0.55,0.55
